registration,operator_slug,fleet_no,last_route,vehicle_type
LK70AZN,metroline-travel,WHD2719,7,Wright StreetDeck Hydroliner
LK70AZO,metroline-travel,WHD2720,7,Wright StreetDeck Hydroliner
LK70AZP,metroline-travel,WHD2721,7,Wright StreetDeck Hydroliner
LK70AZR,metroline-travel,WHD2722,7,Wright StreetDeck Hydroliner
LK70AZT,metroline-travel,WHD2723,7,Wright StreetDeck Hydroliner
LK70AZU,metroline-travel,WHD2724,245,Wright StreetDeck Hydroliner
LK70AZV,metroline-travel,WHD2725,7,Wright StreetDeck Hydroliner
LK70AZW,metroline-travel,WHD2726,7,Wright StreetDeck Hydroliner
LK70AZZ,metroline-travel,WHD2727,7,Wright StreetDeck Hydroliner
LV74CBO,metroline-travel,WSE2929,268,Wright GB Kite Electroliner
LV74CBU,metroline-travel,WSE2930,143,Wright GB Kite Electroliner
LV74CBX,metroline-travel,WSE2931,143,Wright GB Kite Electroliner
LV74CBY,metroline-travel,WSE2932,112,Wright GB Kite Electroliner
LV74CCA,metroline-travel,WSE2933,143,Wright GB Kite Electroliner
LV74CCD,metroline-travel,WSE2934,143,Wright GB Kite Electroliner
LV74CCE,metroline-travel,WSE2935,268,Wright GB Kite Electroliner
LV74CCF,metroline-travel,WSE2936,112,Wright GB Kite Electroliner
LV74CCJ,metroline-travel,WSE2937,143,Wright GB Kite Electroliner
LV74CCK,metroline-travel,WSE2938,143,Wright GB Kite Electroliner
LV74CCN,metroline-travel,WSE2939,143,Wright GB Kite Electroliner
LV74CCO,metroline-travel,WSE2940,143,Wright GB Kite Electroliner
LV74CCU,metroline-travel,WSE2941,143,Wright GB Kite Electroliner
LV74CCX,metroline-travel,WSE2942,143,Wright GB Kite Electroliner
LV74CCY,metroline-travel,WSE2943,268,Wright GB Kite Electroliner
LV74CCZ,metroline-travel,WSE2944,143,Wright GB Kite Electroliner
LV74CFA,metroline-travel,WSE2945,C11,Wright GB Kite Electroliner
LV74CFD,metroline-travel,WSE2946,C11,Wright GB Kite Electroliner
LV74CFE,metroline-travel,WSE2947,C11,Wright GB Kite Electroliner
LV74CFF,metroline-travel,WSE2948,C11,Wright GB Kite Electroliner
LV74CFG,metroline-travel,WSE2949,C11,Wright GB Kite Electroliner
LV74CFJ,metroline-travel,WSE2950,C11,Wright GB Kite Electroliner
LV74CFK,metroline-travel,WSE2951,C11,Wright GB Kite Electroliner
LV74CFL,metroline-travel,WSE2952,C11,Wright GB Kite Electroliner
LV74CFM,metroline-travel,WSE2953,C11,Wright GB Kite Electroliner
LV74CFN,metroline-travel,WSE2954,C11,Wright GB Kite Electroliner
LV74CFO,metroline-travel,WSE2955,C11,Wright GB Kite Electroliner
LV74CFP,metroline-travel,WSE2956,C11,Wright GB Kite Electroliner
LV74CFU,metroline-travel,WSE2957,C11,Wright GB Kite Electroliner
LV74CFX,metroline-travel,WSE2958,C11,Wright GB Kite Electroliner
LV74CFY,metroline-travel,WSE2959,C11,Wright GB Kite Electroliner
LV74CFZ,metroline-travel,WSE2960,C11,Wright GB Kite Electroliner
LV74CGE,metroline-travel,WSE2961,C11,Wright GB Kite Electroliner
LV74CGF,metroline-travel,WSE2962,C11,Wright GB Kite Electroliner
LV74YVF,metroline-travel,WSEL3129,153,Wright GB Kite Electroliner
LV74YVG,metroline-travel,WSEL3130,153,Wright GB Kite Electroliner
LV74YVH,metroline-travel,WSEL3131,46,Wright GB Kite Electroliner
LV74YVJ,metroline-travel,WSEL3132,153,Wright GB Kite Electroliner
LV74YVK,metroline-travel,WSEL3133,46,Wright GB Kite Electroliner
LV74YVL,metroline-travel,WSEL3134,153,Wright GB Kite Electroliner
LV74YVM,metroline-travel,WSEL3135,153,Wright GB Kite Electroliner
LV74YVN,metroline-travel,WSEL3136,153,Wright GB Kite Electroliner
LV74YVO,metroline-travel,WSEL3137,153,Wright GB Kite Electroliner
MJ74JTV,metroline-travel,WSEL3138,153,Wright GB Kite Electroliner
WLT516,go-ahead-london,DRM2516,,
SN06BND,go-ahead-london,E3,669,ADL Enviro400
SN06BNX,go-ahead-london,E12,668,ADL Enviro400
SN60BZA,go-ahead-london,E129,668,ADL Enviro400
YX12FPN,go-ahead-london,E255,,ADL Enviro400
YX12FPO,go-ahead-london,E256,618,ADL Enviro400
YX12FPP,go-ahead-london,E257,668,ADL Enviro400
YX12FPT,go-ahead-london,E258,668,ADL Enviro400
YX12FPU,go-ahead-london,E259,669,ADL Enviro400
YX14RTV,go-ahead-london,E281,669,ADL Enviro400
YX14RTZ,go-ahead-london,E282,849,ADL Enviro400
YX14RUA,go-ahead-london,E283,668,ADL Enviro400
SN58CDY,go-ahead-london,EN1,668,ADL Enviro400
SN58CDZ,go-ahead-london,EN2,618,ADL Enviro400
SN58CEA,go-ahead-london,EN3,,ADL Enviro400
SN58CEX,go-ahead-london,EN10,845,ADL Enviro400
SN58CEY,go-ahead-london,EN11,849,ADL Enviro400
SN58CFA,go-ahead-london,EN12,668,ADL Enviro400
SN58CFD,go-ahead-london,EN13,618,ADL Enviro400
SN58CFE,go-ahead-london,EN14,618,ADL Enviro400
SN58CFF,go-ahead-london,EN15,618,ADL Enviro400
MEC14,go-ahead-london,,,Mercedes-Benz Citaro O530
VLT9,go-ahead-london,RM9,,
CUV305C,go-ahead-london,RML2305,,
CUV318C,go-ahead-london,RML2318,,
NML604E,go-ahead-london,RML2604,,
SN57DWO,go-ahead-london,SE26,,ADL Enviro200
YX11CPE,go-ahead-london,SE85,615,ADL Enviro200
YX11CPF,go-ahead-london,SE86,,ADL Enviro200
YX11CPK,go-ahead-london,SE87,,ADL Enviro200
YX11CPU,go-ahead-london,SE90,615,ADL Enviro200
YX11CPV,go-ahead-london,SE91,,ADL Enviro200
SEE37,go-ahead-london,,,BYD D9UR ADL Enviro200EV
SEE38,go-ahead-london,,,BYD D9UR ADL Enviro200EV
SEE39,go-ahead-london,,,BYD D9UR ADL Enviro200EV
SEE40,go-ahead-london,,,BYD D9UR ADL Enviro200EV
VWL48,go-ahead-london,,747,Volvo B7RLE Wright Eclipse Urban
WVL296,go-ahead-london,,51,Volvo B9TL Wright Eclipse Gemini 2
WVL333,go-ahead-london,,51,Volvo B9TL Wright Eclipse Gemini 2
YX60FTZ,london-central,154,162,ADL Enviro200
YX60FUV,london-central,155,162,ADL Enviro200
YX60FUW,london-central,156,352,ADL Enviro200
YX60FVA,london-central,158,162,ADL Enviro200
YX60FVB,london-central,159,162,ADL Enviro200
YX60FVC,london-central,160,162,ADL Enviro200
YX60FVD,london-central,161,162,ADL Enviro200
YX60FVE,london-central,162,162,ADL Enviro200
YX62DYN,london-central,180,162,ADL Enviro200
YX62DYS,london-central,181,162,ADL Enviro200
YX62DZE,london-central,182,162,ADL Enviro200
YX62DZN,london-central,183,162,ADL Enviro200
YX62DZU,london-central,184,354,ADL Enviro200
YX13AJO,london-central,185,162,ADL Enviro200
YX13AFY,london-central,747,B12,ADL Enviro200
YX13AFZ,london-central,748,B11,ADL Enviro200
YX13AGO,london-central,749,B16,ADL Enviro200
YX13AGU,london-central,750,B11,ADL Enviro200
YX13AGV,london-central,751,126,ADL Enviro200
YX13AGY,london-central,752,126,ADL Enviro200
YX13AGZ,london-central,753,126,ADL Enviro200
YX13AHA,london-central,754,126,ADL Enviro200
YX13AHC,london-central,755,126,ADL Enviro200
YX13AHD,london-central,756,126,ADL Enviro200
YX13AHE,london-central,757,126,ADL Enviro200
YX13AHF,london-central,758,126,ADL Enviro200
YX13AHJ,london-central,760,227,ADL Enviro200
YX13AHK,london-central,761,126,ADL Enviro200
YX13AHL,london-central,762,126,ADL Enviro200
DEL30,london-central,,401,Wright StreetDeck Electroliner
DEL32,london-central,,99,Wright StreetDeck Electroliner
DEL33,london-central,,269,Wright StreetDeck Electroliner
DEL35,london-central,,99,Wright StreetDeck Electroliner
DEL36,london-central,,99,Wright StreetDeck Electroliner
DEL37,london-central,,172,Wright StreetDeck Electroliner
DEL38,london-central,,99,Wright StreetDeck Electroliner
DEL41,london-central,,269,Wright StreetDeck Electroliner
DEL42,london-central,,99,Wright StreetDeck Electroliner
DEL43,london-central,,99,Wright StreetDeck Electroliner
DEL44,london-central,,401,Wright StreetDeck Electroliner
DEL45,london-central,,99,Wright StreetDeck Electroliner
DEL46,london-central,,99,Wright StreetDeck Electroliner
DEL47,london-central,,269,Wright StreetDeck Electroliner
DEL48,london-central,,99,Wright StreetDeck Electroliner
DEL49,london-central,,269,Wright StreetDeck Electroliner
DEL50,london-central,,401,Wright StreetDeck Electroliner
DEL51,london-central,,269,Wright StreetDeck Electroliner
DEL54,london-central,,401,Wright StreetDeck Electroliner
DEL56,london-central,,401,Wright StreetDeck Electroliner
DEL61,london-central,,269,Wright StreetDeck Electroliner
DEL62,london-central,,269,Wright StreetDeck Electroliner
DEL63,london-central,,99,Wright StreetDeck Electroliner
DEL68,london-central,,89,Wright StreetDeck Electroliner
DEL71,london-central,,172,Wright StreetDeck Electroliner
DEL73,london-central,,172,Wright StreetDeck Electroliner
DEL80,london-central,,36,Wright StreetDeck Electroliner
DEL86,london-central,,172,Wright StreetDeck Electroliner
DEL96,london-central,,269,Wright StreetDeck Electroliner
DEL98,london-central,,99,Wright StreetDeck Electroliner
DEL100,london-central,,99,Wright StreetDeck Electroliner
DEL105,london-central,,99,Wright StreetDeck Electroliner
DEL106,london-central,,401,Wright StreetDeck Electroliner
DEL107,london-central,,486,Wright StreetDeck Electroliner
DEL108,london-central,,401,Wright StreetDeck Electroliner
DEL109,london-central,,269,Wright StreetDeck Electroliner
DEL110,london-central,,269,Wright StreetDeck Electroliner
DEL111,london-central,,269,Wright StreetDeck Electroliner
DEL112,london-central,,99,Wright StreetDeck Electroliner
DEL113,london-central,,99,Wright StreetDeck Electroliner
DEL114,london-central,,89,Wright StreetDeck Electroliner
DEL115,london-central,,401,Wright StreetDeck Electroliner
DEL117,london-central,,172,Wright StreetDeck Electroliner
DEL118,london-central,,269,Wright StreetDeck Electroliner
DEL119,london-central,,401,Wright StreetDeck Electroliner
DEL120,london-central,,172,Wright StreetDeck Electroliner
DEL121,london-central,,172,Wright StreetDeck Electroliner
DEL122,london-central,,172,Wright StreetDeck Electroliner
DEL123,london-central,,172,Wright StreetDeck Electroliner
DEL124,london-central,,172,Wright StreetDeck Electroliner
DEL127,london-central,,172,Wright StreetDeck Electroliner
DEL128,london-central,,172,Wright StreetDeck Electroliner
DEL129,london-central,,172,Wright StreetDeck Electroliner
DEL131,london-central,,172,Wright StreetDeck Electroliner
DEL133,london-central,,269,Wright StreetDeck Electroliner
LX09FBE,london-central,E114,89,ADL Enviro400
LX09FBU,london-central,E121,601,ADL Enviro400
SN61BKK,london-central,E203,36,ADL Enviro400
SN61BKL,london-central,E204,291,ADL Enviro400
SN61DCV,london-central,E205,244,ADL Enviro400
SN61DCX,london-central,E206,36,ADL Enviro400
SN61DCZ,london-central,E208,244,ADL Enviro400
SN61DDA,london-central,E209,178,ADL Enviro400
SN61DDE,london-central,E210,244,ADL Enviro400
SN61DFE,london-central,E225,244,ADL Enviro400
SN61DFG,london-central,E227,244,ADL Enviro400
YX61DSE,london-central,E229,486,ADL Enviro400
YX61DSO,london-central,E230,486,ADL Enviro400
YX61DSU,london-central,E231,486,ADL Enviro400
YX61DSV,london-central,E232,89,ADL Enviro400
YX61DSY,london-central,E233,89,ADL Enviro400
YX61DSZ,london-central,E234,486,ADL Enviro400
YX61DTF,london-central,E235,486,ADL Enviro400
YX61DTK,london-central,E236,89,ADL Enviro400
YX61DTN,london-central,E237,89,ADL Enviro400
YX61DPF,london-central,E238,89,ADL Enviro400
YX61DPK,london-central,E239,486,ADL Enviro400
YX61DPN,london-central,E240,486,ADL Enviro400
YX61DPO,london-central,E241,486,ADL Enviro400
YX61DPU,london-central,E242,486,ADL Enviro400
YX61DPV,london-central,E243,486,ADL Enviro400
YX61DPY,london-central,E244,89,ADL Enviro400
YX61DPZ,london-central,E245,89,ADL Enviro400
YX12FPA,london-central,E246,291,ADL Enviro400
YX12FPF,london-central,E247,244,ADL Enviro400
YX12FPC,london-central,E248,178,ADL Enviro400
YX12FPD,london-central,E249,178,ADL Enviro400
YX12FPE,london-central,E250,36,ADL Enviro400
YX12FPG,london-central,E251,36,ADL Enviro400
YX12FPJ,london-central,E252,36,ADL Enviro400
YX12FPK,london-central,E253,291,ADL Enviro400
YX12FPL,london-central,E254,36,ADL Enviro400
YX12FPV,london-central,E260,244,ADL Enviro400
SN62DDE,london-central,E261,291,ADL Enviro400
SN62DDO,london-central,E262,244,ADL Enviro400
SN62DDX,london-central,E263,244,ADL Enviro400
SN62DFL,london-central,E264,244,ADL Enviro400
SN62DFX,london-central,E265,178,ADL Enviro400
SN62DGF,london-central,E266,244,ADL Enviro400
SN62DGU,london-central,E267,178,ADL Enviro400
SN62DHA,london-central,E268,244,ADL Enviro400
SN62DHK,london-central,E269,244,ADL Enviro400
SN62DHZ,london-central,E270,178,ADL Enviro400
SN62DJO,london-central,E271,244,ADL Enviro400
SN62DLY,london-central,E273,178,ADL Enviro400
SN62DLZ,london-central,E274,178,ADL Enviro400
SN62DMV,london-central,E275,291,ADL Enviro400
EBD1,london-central,,321,BYD BD11
EBD2,london-central,,321,BYD BD11
EBD3,london-central,,321,BYD BD11
EBD4,london-central,,321,BYD BD11
EBD5,london-central,,321,BYD BD11
EBD6,london-central,,321,BYD BD11
EBD7,london-central,,171,BYD BD11
EBD8,london-central,,321,BYD BD11
EBD9,london-central,,321,BYD BD11
EBD10,london-central,,321,BYD BD11
EBD11,london-central,,321,BYD BD11
EBD12,london-central,,321,BYD BD11
EBD13,london-central,,321,BYD BD11
EBD14,london-central,,321,BYD BD11
EBD15,london-central,,321,BYD BD11
EBD16,london-central,,321,BYD BD11
EBD17,london-central,,171,BYD BD11
EBD18,london-central,,321,BYD BD11
EBD55,london-central,,188,BYD BD11
EBD100,london-central,,321,BYD BD11
EBD101,london-central,,172,BYD BD11
EBD102,london-central,,172,BYD BD11
EBD114,london-central,,188,BYD BD11
EBD115,london-central,,188,BYD BD11
EBD116,london-central,,1,BYD BD11
EBD117,london-central,,188,BYD BD11
EBD118,london-central,,188,BYD BD11
EBD119,london-central,,188,BYD BD11
EBD120,london-central,,188,BYD BD11
EBD121,london-central,,40,BYD BD11
EBD122,london-central,,188,BYD BD11
EBD123,london-central,,188,BYD BD11
EBD124,london-central,,188,BYD BD11
EBD125,london-central,,185,BYD BD11
EBD126,london-central,,188,BYD BD11
EBD127,london-central,,188,BYD BD11
EBD128,london-central,,188,BYD BD11
EBD129,london-central,,188,BYD BD11
EBD130,london-central,,188,BYD BD11
EBD131,london-central,,188,BYD BD11
EBD132,london-central,,188,BYD BD11
EBD133,london-central,,188,BYD BD11
EBD134,london-central,,188,BYD BD11
EBD135,london-central,,188,BYD BD11
EBD136,london-central,,188,BYD BD11
EBD137,london-central,,188,BYD BD11
EBD138,london-central,,188,BYD BD11
SN61DAA,london-central,EH9,36,ADL Enviro400H
YX16OBT,london-central,EH39,42,ADL Enviro400H MMC
YX16OBU,london-central,EH40,35,ADL Enviro400H MMC
YX16OBV,london-central,EH41,1,ADL Enviro400H MMC
YX16OBW,london-central,EH42,1,ADL Enviro400H MMC
YX16OBY,london-central,EH43,35,ADL Enviro400H MMC
YX16OBZ,london-central,EH44,35,ADL Enviro400H MMC
YX16OCA,london-central,EH45,35,ADL Enviro400H MMC
YX16OCB,london-central,EH46,176,ADL Enviro400H MMC
YX16OCC,london-central,EH47,35,ADL Enviro400H MMC
YX16OCD,london-central,EH48,42,ADL Enviro400H MMC
YX16OCE,london-central,EH49,42,ADL Enviro400H MMC
YX16OCF,london-central,EH50,35,ADL Enviro400H MMC
YX16OCG,london-central,EH51,35,ADL Enviro400H MMC
YX16OCH,london-central,EH52,42,ADL Enviro400H MMC
YX16OCJ,london-central,EH53,35,ADL Enviro400H MMC
YX16OCL,london-central,EH54,42,ADL Enviro400H MMC
YX16OCM,london-central,EH55,35,ADL Enviro400H MMC
YX16OCN,london-central,EH56,35,ADL Enviro400H MMC
YX16OCO,london-central,EH57,42,ADL Enviro400H MMC
YX16OCP,london-central,EH58,35,ADL Enviro400H MMC
YX16OCR,london-central,EH59,42,ADL Enviro400H MMC
YX16OCS,london-central,EH60,1,ADL Enviro400H MMC
YX66WHC,london-central,EH61,37,ADL Enviro400H MMC
YX66WHD,london-central,EH62,197,ADL Enviro400H MMC
YX66WHE,london-central,EH63,37,ADL Enviro400H MMC
YX66WHF,london-central,EH64,78,ADL Enviro400H MMC
YX66WHG,london-central,EH65,78,ADL Enviro400H MMC
YX66WHH,london-central,EH66,78,ADL Enviro400H MMC
YX66WHJ,london-central,EH67,78,ADL Enviro400H MMC
YX66WHK,london-central,EH68,197,ADL Enviro400H MMC
YX66WHL,london-central,EH69,78,ADL Enviro400H MMC
YX66WHM,london-central,EH70,197,ADL Enviro400H MMC
YX66WHN,london-central,EH71,78,ADL Enviro400H MMC
YX66WHP,london-central,EH72,78,ADL Enviro400H MMC
YX66WHR,london-central,EH73,78,ADL Enviro400H MMC
YY66OYK,london-central,EH81,197,ADL Enviro400H MMC
YY66OYL,london-central,EH82,1,ADL Enviro400H MMC
YY66OYM,london-central,EH83,35,ADL Enviro400H MMC
YY66OYO,london-central,EH85,36,ADL Enviro400H MMC
YY66OYR,london-central,EH87,12,ADL Enviro400H MMC
YY66OYS,london-central,EH88,35,ADL Enviro400H MMC
YY66OYT,london-central,EH89,N1,ADL Enviro400H MMC
SN66WNY,london-central,EH113,436,ADL Enviro400H MMC
SN66WNZ,london-central,EH114,176,ADL Enviro400H MMC
SN66WOA,london-central,EH115,35,ADL Enviro400H MMC
SN66WOB,london-central,EH116,35,ADL Enviro400H MMC
SN66WOC,london-central,EH117,42,ADL Enviro400H MMC
SN66WOD,london-central,EH118,1,ADL Enviro400H MMC
SN66WOH,london-central,EH119,176,ADL Enviro400H MMC
SN66WOJ,london-central,EH120,35,ADL Enviro400H MMC
SN66WOM,london-central,EH121,1,ADL Enviro400H MMC
SN66WOR,london-central,EH122,35,ADL Enviro400H MMC
SN66WOU,london-central,EH123,35,ADL Enviro400H MMC
SN66WOV,london-central,EH124,35,ADL Enviro400H MMC
SN66WOX,london-central,EH125,185,ADL Enviro400H MMC
SN66WOY,london-central,EH126,1,ADL Enviro400H MMC
SN66WPA,london-central,EH127,42,ADL Enviro400H MMC
SN66WPD,london-central,EH128,35,ADL Enviro400H MMC
SN66WPE,london-central,EH129,35,ADL Enviro400H MMC
SN66WPF,london-central,EH130,176,ADL Enviro400H MMC
YW17JTZ,london-central,EH134,171,ADL Enviro400H MMC
YW17JUA,london-central,EH135,343,ADL Enviro400H MMC
YW17JUC,london-central,EH136,343,ADL Enviro400H MMC
YW17JUE,london-central,EH137,436,ADL Enviro400H MMC
YW17JUH,london-central,EH139,436,ADL Enviro400H MMC
YW17JUK,london-central,EH141,171,ADL Enviro400H MMC
YX67VFG,london-central,EH162,436,ADL Enviro400H MMC
YX67VFH,london-central,EH163,436,ADL Enviro400H MMC
YX67VFJ,london-central,EH164,171,ADL Enviro400H MMC
YX67VFK,london-central,EH165,343,ADL Enviro400H MMC
YX67VFL,london-central,EH166,343,ADL Enviro400H MMC
YX67VFM,london-central,EH167,343,ADL Enviro400H MMC
YX67VFN,london-central,EH168,343,ADL Enviro400H MMC
YX67VFO,london-central,EH169,343,ADL Enviro400H MMC
YX67VFP,london-central,EH170,36,ADL Enviro400H MMC
YY67UPX,london-central,EH171,171,ADL Enviro400H MMC
YY67UPZ,london-central,EH172,343,ADL Enviro400H MMC
YY67URA,london-central,EH173,171,ADL Enviro400H MMC
YY67URB,london-central,EH174,36,ADL Enviro400H MMC
YY67URC,london-central,EH175,36,ADL Enviro400H MMC
YY67URE,london-central,EH176,171,ADL Enviro400H MMC
YY67URF,london-central,EH177,36,ADL Enviro400H MMC
YY67URG,london-central,EH178,21,ADL Enviro400H MMC
YY67URH,london-central,EH179,36,ADL Enviro400H MMC
YY67URJ,london-central,EH180,36,ADL Enviro400H MMC
YY67URK,london-central,EH181,171,ADL Enviro400H MMC
YY67URL,london-central,EH182,436,ADL Enviro400H MMC
YY67URM,london-central,EH183,436,ADL Enviro400H MMC
YY67URN,london-central,EH184,343,ADL Enviro400H MMC
YY67URO,london-central,EH185,436,ADL Enviro400H MMC
YY67URP,london-central,EH186,171,ADL Enviro400H MMC
YY67URR,london-central,EH187,343,ADL Enviro400H MMC
YY67URS,london-central,EH188,36,ADL Enviro400H MMC
YY67URT,london-central,EH189,171,ADL Enviro400H MMC
YY67URU,london-central,EH190,171,ADL Enviro400H MMC
YY67URV,london-central,EH191,343,ADL Enviro400H MMC
YY67URW,london-central,EH192,171,ADL Enviro400H MMC
YY67URX,london-central,EH193,436,ADL Enviro400H MMC
YY67URZ,london-central,EH194,436,ADL Enviro400H MMC
YY67USS,london-central,EH195,1,ADL Enviro400H MMC
YY67UTC,london-central,EH204,21,ADL Enviro400H MMC
YY67UTE,london-central,EH205,36,ADL Enviro400H MMC
YY67UTF,london-central,EH206,436,ADL Enviro400H MMC
YY67UTG,london-central,EH207,21,ADL Enviro400H MMC
YY67UTH,london-central,EH208,36,ADL Enviro400H MMC
YY67UTJ,london-central,EH209,171,ADL Enviro400H MMC
YY67UTK,london-central,EH210,343,ADL Enviro400H MMC
YY67UTL,london-central,EH211,343,ADL Enviro400H MMC
YY67UTM,london-central,EH212,36,ADL Enviro400H MMC
YX18KPR,london-central,EH226,12,ADL Enviro400H MMC
YX18KPT,london-central,EH227,78,ADL Enviro400H MMC
YX18KPU,london-central,EH228,37,ADL Enviro400H MMC
YX18KPV,london-central,EH229,78,ADL Enviro400H MMC
YX18KPY,london-central,EH230,78,ADL Enviro400H MMC
YX18KPZ,london-central,EH231,78,ADL Enviro400H MMC
YX18KRD,london-central,EH232,78,ADL Enviro400H MMC
YX18KRE,london-central,EH233,78,ADL Enviro400H MMC
YX18KRF,london-central,EH234,78,ADL Enviro400H MMC
YX18KRG,london-central,EH235,37,ADL Enviro400H MMC
YX18KRJ,london-central,EH236,78,ADL Enviro400H MMC
YX18KRK,london-central,EH237,37,ADL Enviro400H MMC
YX18KRN,london-central,EH238,78,ADL Enviro400H MMC
YX18KRO,london-central,EH239,343,ADL Enviro400H MMC
YX18KRU,london-central,EH240,36,ADL Enviro400H MMC
YX18KRV,london-central,EH241,343,ADL Enviro400H MMC
YX18KRZ,london-central,EH242,36,ADL Enviro400H MMC
YX18KSE,london-central,EH243,343,ADL Enviro400H MMC
YX18KSF,london-central,EH244,36,ADL Enviro400H MMC
YX18KSJ,london-central,EH245,436,ADL Enviro400H MMC
YX18KSK,london-central,EH246,36,ADL Enviro400H MMC
YX18KSN,london-central,EH247,21,ADL Enviro400H MMC
YX18KSO,london-central,EH248,21,ADL Enviro400H MMC
YX18KSU,london-central,EH249,36,ADL Enviro400H MMC
YX18KSV,london-central,EH250,343,ADL Enviro400H MMC
YX18KSY,london-central,EH251,343,ADL Enviro400H MMC
YX18KSZ,london-central,EH252,21,ADL Enviro400H MMC
YX18KTA,london-central,EH253,436,ADL Enviro400H MMC
YX18KTC,london-central,EH254,36,ADL Enviro400H MMC
YX18KTD,london-central,EH255,36,ADL Enviro400H MMC
YX18KTE,london-central,EH256,343,ADL Enviro400H MMC
YX18KTF,london-central,EH257,343,ADL Enviro400H MMC
YX18KTG,london-central,EH258,436,ADL Enviro400H MMC
YX18KTJ,london-central,EH259,36,ADL Enviro400H MMC
YX18KTK,london-central,EH260,171,ADL Enviro400H MMC
YX18KTL,london-central,EH261,172,ADL Enviro400H MMC
YX18KTN,london-central,EH262,171,ADL Enviro400H MMC
YX18KTO,london-central,EH263,36,ADL Enviro400H MMC
SN18KLU,london-central,EH264,21,ADL Enviro400H MMC
SN18KLV,london-central,EH265,343,ADL Enviro400H MMC
SN18KLX,london-central,EH266,171,ADL Enviro400H MMC
SN18KLZ,london-central,EH267,343,ADL Enviro400H MMC
SN18KMA,london-central,EH268,21,ADL Enviro400H MMC
SN18KMK,london-central,EH273,343,ADL Enviro400H MMC
SN18KMM,london-central,EH274,343,ADL Enviro400H MMC
SN18KMO,london-central,EH275,36,ADL Enviro400H MMC
SN18KMU,london-central,EH276,36,ADL Enviro400H MMC
SN18KMV,london-central,EH277,343,ADL Enviro400H MMC
SN18KMX,london-central,EH278,343,ADL Enviro400H MMC
SN18KMY,london-central,EH279,343,ADL Enviro400H MMC
SN18KMZ,london-central,EH280,436,ADL Enviro400H MMC
SN18KNA,london-central,EH281,436,ADL Enviro400H MMC
SN18KNB,london-central,EH282,343,ADL Enviro400H MMC
SN18KNC,london-central,EH283,436,ADL Enviro400H MMC
SN18KND,london-central,EH284,343,ADL Enviro400H MMC
YW19VVA,london-central,EH328,197,ADL Enviro400H MMC
YW19VVB,london-central,EH329,197,ADL Enviro400H MMC
YW19VVC,london-central,EH330,197,ADL Enviro400H MMC
YW19VVD,london-central,EH331,197,ADL Enviro400H MMC
YW19VVE,london-central,EH332,37,ADL Enviro400H MMC
YW19VVF,london-central,EH333,197,ADL Enviro400H MMC
YW19VVG,london-central,EH334,37,ADL Enviro400H MMC
YW19VVH,london-central,EH335,197,ADL Enviro400H MMC
YW19VVJ,london-central,EH336,197,ADL Enviro400H MMC
YW19VVK,london-central,EH337,197,ADL Enviro400H MMC
YW19VVL,london-central,EH338,197,ADL Enviro400H MMC
YW19VVM,london-central,EH339,197,ADL Enviro400H MMC
YW19VVN,london-central,EH340,37,ADL Enviro400H MMC
YW19VVO,london-central,EH341,197,ADL Enviro400H MMC
YW19VVP,london-central,EH342,78,ADL Enviro400H MMC
YW19VVR,london-central,EH343,197,ADL Enviro400H MMC
SN11BNB,london-central,EN29,51,ADL Enviro400
SN11BNF,london-central,EN30,51,ADL Enviro400
SN11BNK,london-central,EN31,51,ADL Enviro400
SN11BNO,london-central,EN32,51,ADL Enviro400
SN11BNZ,london-central,EN34,51,ADL Enviro400
SN11BOF,london-central,EN35,51,ADL Enviro400
SN11BOH,london-central,EN36,51,ADL Enviro400
SN11BOV,london-central,EN38,51,ADL Enviro400
SN11BPE,london-central,EN39,51,ADL Enviro400
SN11BOU,london-central,EN40,51,ADL Enviro400
SN12AOT,london-central,EN42,51,ADL Enviro400
SN12AOU,london-central,EN43,244,ADL Enviro400
SN12AOV,london-central,EN44,291,ADL Enviro400
SN12APV,london-central,EN46,244,ADL Enviro400
SN12APX,london-central,EN47,291,ADL Enviro400
SN12AUO,london-central,EN48,51,ADL Enviro400
LG71DZH,london-central,EP1,132,BYD D8UR-DD ADL Enviro400EV
LG71DZJ,london-central,EP2,132,BYD D8UR-DD ADL Enviro400EV
LG71DZK,london-central,EP3,132,BYD D8UR-DD ADL Enviro400EV
LG71DZL,london-central,EP4,132,BYD D8UR-DD ADL Enviro400EV
LG71DZM,london-central,EP5,132,BYD D8UR-DD ADL Enviro400EV
LG71DZN,london-central,EP6,132,BYD D8UR-DD ADL Enviro400EV
LG71DZO,london-central,EP7,132,BYD D8UR-DD ADL Enviro400EV
LG71DZP,london-central,EP8,132,BYD D8UR-DD ADL Enviro400EV
LG71DZR,london-central,EP9,132,BYD D8UR-DD ADL Enviro400EV
LG71DZS,london-central,EP10,132,BYD D8UR-DD ADL Enviro400EV
LG71DZT,london-central,EP11,132,BYD D8UR-DD ADL Enviro400EV
LG71DZU,london-central,EP12,132,BYD D8UR-DD ADL Enviro400EV
LG71DZV,london-central,EP13,132,BYD D8UR-DD ADL Enviro400EV
LG71DZW,london-central,EP14,132,BYD D8UR-DD ADL Enviro400EV
LG71DZX,london-central,EP15,132,BYD D8UR-DD ADL Enviro400EV
LG71DZY,london-central,EP16,132,BYD D8UR-DD ADL Enviro400EV
