route_id,lbr_vehicle_string,bustimes_types,bustimes_observed_regs,our_make,our_vehicle_type,our_propulsion,our_deck,tfl_observed_reg_count
292,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | BYD BD11 | ADL Enviro400 | ADL Enviro400 MMC,15,ALEXANDER DENNIS,DD/Enviro400EV City,electric,double,15
293,E20D/Enviro200 MMC,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro200 MMC,10,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,10
294,E40D/Enviro400 MMC,ADL Enviro400 | ADL Enviro400 MMC | Wright StreetDeck Electroliner,21,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,21
295,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH MCV EvoSeti | Optare MetroDecker EV,33,BYD,DD/Enviro400EV City,electric,double,33
296,E200Dart/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,11,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,11
297,B9TL/Gemini 2,Volvo B5LH MCV EvoSeti | Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,49,VOLVO,B9TL/Gemini 2,diesel,double,49
298,E40D/Enviro400,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400 | ADL Enviro400 MMC,14,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,14
299,E20D/Enviro200,ADL Enviro200,9,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,10
3,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
30,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti,33,VOLVO,B5LH/EvoSeti,hybrid,double,33
300,E200Dart/Enviro200,ADL Enviro200,12,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,12
301,B5LH/Gemini 2,ADL Enviro400 | Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright Eclipse Gemini 2 | VDL DB300 Wright Gemini 2,38,VOLVO,B5LH/Gemini 2,hybrid,double,38
302,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,40,VOLVO,B5LH/Gemini 3,hybrid,double,40
303,E20D/Enviro200 MMC,ADL Enviro200 MMC,21,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,21
304,E40D/Enviro400,ADL Enviro400 | ADL Enviro400H,19,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,31
306,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,33,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,33
307,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,35,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,35
308,B5LH/EvoSeti,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti | Wright StreetDeck HEV,27,VOLVO,B5LH/EvoSeti,hybrid,double,27
309,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC,13,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,13
31,E40H/Enviro400H,BYD BD11 | Volvo B5LH MCV EvoSeti | Optare MetroDecker EV,51,BYD,E40H/Enviro400H,hybrid,double,51
310,E20D/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,15,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,15
312,E200Dart/Enviro200,,0,BYD,E200Dart/Enviro200,electric,single,25
313,New Bus for London,VDL DB300 Wright Gemini 2,6,WRIGHTBUS,New Bus for London,hybrid,double,6
314,BZL (sd)/MCV,Volvo BZL,19,VOLVO,BZL (sd)/MCV,electric,single,19
315,E20D/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,12,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,12
